"modeldataset","presabs","id","lat","long","elev_m","bio1_clim","bio2_clim","bio3_clim","bio4_clim","bio5_clim","bio6_clim","bio7_clim","bio8_clim","bio9_clim","bio10_clim","bio11_clim","bio12_clim","bio13_clim","bio14_clim","bio15_clim","bio16_clim","bio17_clim","bio18_clim","bio19_clim"
"Climate ENM",0,"pseudo.19732",32.617685,-116.799553,412,16.77916667,16.49166667,53.71878393,496.7460405,33.2,2.5,30.7,11.13333333,22.9,23.33333333,11.13333333,473,105,3,93.20889675,273,12,16,273
"Climate ENM",0,"pseudo.19733",42.770386,-121.933977,1648,5.775,16.25,45.9039548,679.6606774,26.5,-8.9,35.4,-2.616666667,14.05,14.15,-2.616666667,861,137,8,64.86385151,392,56,58,392
"Climate ENM",0,"pseudo.19734",42.963262,-123.668341,716,10.51666667,10.55,43.06122449,519.8834368,25.4,0.9,24.5,5.45,16.81666667,17.65,4.916666667,1446,254,6,77.08116636,715,39,56,701
"Climate ENM",0,"pseudo.19735",40.104278,-121.1766,1590,7.775,16.15,45.23809524,710.9932233,29.1,-6.6,35.7,-0.516666667,16.63333333,16.86666667,-0.516666667,918,182,1,85.88953709,504,18,25,504
"Climate ENM",0,"pseudo.19736",39.365009,-123.027935,872,12.84166667,17.9,53.115727,578.3944601,33.4,-0.3,33.7,5.966666667,20.03333333,20.1,5.966666667,1131,228,1,91.1679705,651,10,25,651
"Climate ENM",0,"pseudo.19737",42.655413,-122.51297,1339,7.775,14,44.30379747,633.9576269,27.2,-4.4,31.6,1.166666667,15.31666667,16.4,0.583333333,1111,161,10,58.66500575,470,74,75,460
"Climate ENM",0,"pseudo.19738",34.395686,-118.410354,543,16.30416667,15.375,53.01724138,495.8026474,33.2,4.2,29,10.73333333,22.58333333,22.86666667,10.73333333,499,112,1,99.64888429,303,6,14,303
"Climate ENM",0,"pseudo.19739",43.57513,-121.870098,1354,5.833333333,13.71666667,43.54497354,654.7842578,24.4,-7.1,31.5,-1.95,13.91666667,14.1,-1.95,635,124,6,71.75635855,315,38,39,315
"Climate ENM",0,"pseudo.19740",33.144055,-116.930962,509,16.12916667,17.44166667,55.72417465,495.3578061,33.2,1.9,31.3,10.95,22.21666667,22.63333333,10.46666667,476,106,2,92.75375541,275,12,17,271
"Climate ENM",0,"pseudo.19741",38.12416,-120.946964,96,16.65833333,14.96666667,45.35353535,650.7821634,36.2,3.2,33,8.716666667,24.75,24.75,8.716666667,452,94,1,91.98871146,264,6,6,264
"Climate ENM",0,"pseudo.19742",42.975461,-122.400885,1093,6.308333333,11.2,39.02439024,624.3208431,24.5,-4.2,28.7,0.9,13.38333333,15.11666667,-0.15,1147,185,12,62.28773752,513,72,78,501
"Climate ENM",0,"pseudo.19743",41.53474,-122.31862,982,9.991666667,15.81666667,45.19047619,691.3748928,30.7,-4.3,35,1.8,18.51666667,18.85,1.8,518,86,5,63.42439952,238,26,35,238
"Climate ENM",0,"pseudo.19744",43.960296,-123.575894,190,11.28333333,12.16666667,44.24242424,547.1717918,28.2,0.7,27.5,4.683333333,18.11666667,18.11666667,4.683333333,1281,245,5,75.59533618,634,47,47,634
"Climate ENM",0,"pseudo.19745",41.868591,-123.768442,465,11.44583333,14.425,48.89830508,553.6221978,29.6,0.1,29.5,4.983333333,18.26666667,18.45,4.983333333,2189,389,9,77.50428592,1086,66,83,1086
"Climate ENM",0,"pseudo.19746",33.496733,-115.890999,-23,22.225,18.53333333,48.01381693,758.2111124,41.5,2.9,38.6,12.91666667,25.51666667,31.45,12.91666667,73,13,0,60.93328878,36,4,7,36
"Climate ENM",0,"pseudo.19747",40.722633,-123.128446,1338,10.67083333,16.675,48.33333333,657.3412644,31.7,-2.8,34.5,2.933333333,19.01666667,19.01666667,2.933333333,1373,264,5,88.57558245,776,33,33,776
"Climate ENM",0,"pseudo.19748",36.859382,-118.786102,2407,5.291666667,12.18333333,40.34216336,654.5846474,23,-7.2,30.2,-1.65,13.78333333,13.88333333,-1.65,963,201,3,94.18126572,563,16,25,563
"Climate ENM",0,"pseudo.19749",33.45832,-117.639835,61,15.72916667,11.99166667,58.21197411,308.8649185,25.4,4.8,20.6,12.06666667,19.2,19.75,12.06666667,336,81,1,96.09160405,203,7,10,203
"Climate ENM",0,"pseudo.19750",37.577331,-122.444965,411,12.99166667,12.08333333,67.50465549,231.9270392,22.7,4.8,17.9,9.9,15.1,15.51666667,9.9,812,173,2,96.42559092,490,12,50,490
"Climate ENM",0,"pseudo.19751",39.273438,-119.244314,1389,10.15416667,18.25833333,44.53252033,815.0500775,33,-8,41,0.35,19.88333333,20.6,0.35,137,18,5,34.0753145,52,20,23,52
"Climate ENM",0,"pseudo.19752",33.897341,-116.977368,779,16.04166667,17.1,52.13414634,583.8424185,35.2,2.4,32.8,9.983333333,23.38333333,23.66666667,9.4,487,105,3,88.94225082,272,10,17,267
"Climate ENM",0,"pseudo.19753",39.470994,-123.566584,396,11.9875,14.90833333,58.23567708,405.0091189,26.8,1.2,25.6,7.2,16.9,17.03333333,7.2,1188,257,1,94.63230277,705,11,23,705
"Climate ENM",0,"pseudo.19754",43.809541,-123.640086,212,11.1125,11.55833333,45.14973958,501.2399398,26.3,0.7,25.6,5.766666667,17.26666667,17.46666667,5.116666667,1175,205,7,70.33792832,560,52,63,554
"Climate ENM",0,"pseudo.19755",42.772806,-123.389073,493,10.8375,10.94166667,41.60329531,581.9993947,27,0.7,26.3,4.933333333,17.96666667,18.56666667,4.5,980,168,6,70.06515813,468,45,49,457
"Climate ENM",0,"pseudo.19756",44.096628,-123.394107,199,11.06666667,12.03333333,43.2853717,564.9631256,28.1,0.3,27.8,4.35,18.2,18.2,4.35,1260,246,5,77.77884371,638,44,44,638
"Climate ENM",0,"pseudo.19757",33.445931,-116.150887,173,20.68333333,17.56666667,48.5267035,690.7516766,40,3.8,36.2,12.51666667,26.8,29.35,12.51666667,133,25,1,69.72993288,72,8,14,72
"Climate ENM",0,"pseudo.19758",38.068783,-120.277902,1132,11.875,16.5,47.4137931,669.6895482,32.3,-2.5,34.8,4.333333333,20.51666667,20.51666667,4.333333333,1011,210,2,92.54519687,582,15,15,582
"Climate ENM",0,"pseudo.19759",34.385152,-117.144215,1236,13.69166667,13.65,43.89067524,676.3398599,31.4,0.3,31.1,5.75,22.26666667,22.35,5.75,637,131,1,89.86021257,364,11,23,364
"Climate ENM",0,"pseudo.19760",39.976141,-123.853373,213,12.8875,11.50833333,46.97278912,485.7661474,28.1,3.6,24.5,7.35,18.7,19.21666667,7.35,1629,335,2,90.52409912,929,20,36,929
"Climate ENM",0,"pseudo.19761",40.729675,-122.005173,525,16.2,15.5,45.32163743,706.0324484,35.8,1.6,34.2,7.6,24.73333333,24.95,7.6,1190,217,3,79.99479246,615,31,37,615
"Climate ENM",0,"pseudo.19762",37.959085,-121.539975,-5,16.07083333,14.44166667,47.66226623,575.8647976,33.2,2.9,30.3,8.75,22.88333333,22.88333333,8.75,342,75,1,94.57897727,208,6,6,208
"Climate ENM",0,"pseudo.19763",33.087079,-116.066284,12,22.175,17.21666667,45.54673721,760.3333599,41.5,3.7,37.8,13.05,24.96666667,31.6,13.05,75,15,0,68.11386373,41,3,9,41
"Climate ENM",0,"pseudo.19764",40.046958,-123.66113,555,12.03333333,15.71666667,52.0419426,537.8844643,30.5,0.3,30.2,5.75,18.66666667,18.83333333,5.75,1673,340,1,90.16631168,950,20,33,950
"Climate ENM",0,"pseudo.19765",41.22305,-123.096744,1379,9.808333333,16.91666667,48.05871212,666.7452605,30.8,-4.4,35.2,1.833333333,18.23333333,18.23333333,1.833333333,1197,209,7,77.63667752,607,43,43,607
"Climate ENM",0,"pseudo.19766",39.8933,-120.266401,1767,8.541666667,15.6,45.0867052,683.3667767,28,-6.6,34.6,0.416666667,17.26666667,17.26666667,0.416666667,525,92,7,66.98575836,254,32,32,254
"Climate ENM",0,"pseudo.19767",38.996119,-117.985921,1523,10.4625,19.24166667,45.16823161,810.0284086,34.3,-8.3,42.6,9.7,20.68333333,20.68333333,0.583333333,127,16,6,27.65980588,41,22,22,38
"Climate ENM",0,"pseudo.19768",39.670318,-123.754284,281,11.56666667,10.43333333,59.28030303,296.3285441,21.1,3.5,17.6,8.15,14.95,15.3,8.15,1301,272,2,91.07536454,748,14,29,748
"Climate ENM",0,"pseudo.19769",34.452287,-118.718282,551,15.3625,18.275,56.93146417,509.3673661,33.7,1.6,32.1,9.533333333,21.7,22.06666667,9.533333333,434,102,0,103.0553197,272,3,9,272
"Climate ENM",0,"pseudo.19770",44.423327,-122.353143,1076,7.708333333,12.01666667,43.07048984,569.5406176,24.9,-3,27.9,1.533333333,14.75,14.86666667,1.016666667,1825,268,16,59.71427939,788,112,121,754
"Climate ENM",0,"pseudo.19771",34.801322,-119.780007,895,11.57083333,17.725,51.67638484,606.0470216,31.5,-2.8,34.3,4.583333333,19.05,19.35,4.583333333,611,145,0,107.675695,399,4,11,399
"Climate ENM",0,"pseudo.19772",43.609935,-122.7825,677,10.5125,11.25833333,43.13537676,537.748357,26.7,0.6,26.1,4.666666667,17.4,17.4,4.333333333,1491,280,5,66.08762404,710,83,83,656
"Climate ENM",0,"pseudo.19773",40.422924,-120.620012,1293,9.483333333,16.5,43.19371728,778.1602234,31.5,-6.7,38.2,-0.066666667,18.83333333,19.25,-0.066666667,382,72,3,71.872932,197,20,23,197
"Climate ENM",0,"pseudo.19774",43.826573,-123.527994,461,10.475,11.45,42.25092251,560.4401679,27.2,0.1,27.1,4.416666667,17.41666667,17.56666667,3.766666667,1230,207,7,68.45165932,579,56,69,563
"Climate ENM",0,"pseudo.19775",38.849942,-122.87849,758,13.70416667,13.44166667,46.6724537,592.6192183,30.7,1.9,28.8,7.116666667,21,21.61666667,7.116666667,1137,245,1,99.62525354,708,10,17,708
"Climate ENM",0,"pseudo.19776",39.169408,-122.75836,936,12.94166667,12.78333333,44.08045977,612.2716024,30.5,1.5,29,6.1,20.48333333,21.21666667,6.1,942,191,1,93.33253195,548,11,20,548
"Climate ENM",0,"pseudo.19777",43.935242,-123.064355,164,11.45833333,11.66666667,42.89215686,547.5434119,27.9,0.7,27.2,5.583333333,18.35,18.35,4.916666667,1088,181,4,65.96385869,497,54,54,487
"Climate ENM",0,"pseudo.19778",43.374912,-122.969978,393,11.95416667,12.40833333,45.61887255,550.9184824,28.6,1.4,27.2,5.816666667,18.48333333,18.93333333,5.416666667,1430,227,10,64.77667233,650,68,89,613
"Climate ENM",0,"pseudo.19779",34.187204,-117.443449,687,15.11666667,15.7,52.15946844,531.8592318,32.5,2.4,30.1,8.933333333,21.71666667,22.05,8.933333333,712,160,1,99.03816639,428,9,15,428
"Climate ENM",0,"pseudo.19780",43.777626,-123.647658,195,11.15416667,11.65833333,45.71895425,494.9860344,26.2,0.7,25.5,5.9,17.25,17.41666667,5.216666667,1173,202,7,70.13260579,556,52,63,554
"Climate ENM",0,"pseudo.19781",41.059878,-121.868875,928,13.29166667,14.98333333,44.72636816,685.7571573,32.6,-0.9,33.5,4.716666667,21.16666667,21.48333333,4.716666667,1549,273,6,79.73912816,806,40,58,806
"Climate ENM",0,"pseudo.19782",35.432824,-119.627657,107,16.62916667,16.74166667,47.02715356,717.9594137,36.3,0.7,35.6,9.433333333,25.36666667,25.36666667,7.916666667,140,28,1,82.89188876,80,4,4,76
"Climate ENM",0,"pseudo.19783",43.720771,-122.937362,561,10.11666667,11.48333333,43.00873908,534.6465839,26.4,-0.3,26.7,4.366666667,16.83333333,16.83333333,3.816666667,1325,214,10,61.81127898,591,79,79,562
"Climate ENM",0,"pseudo.19784",36.783531,-121.058005,617,14.675,17.35,51.94610778,571.0417116,34.3,0.9,33.4,8.4,21.98333333,22.11666667,8.4,319,73,1,97.68918497,196,4,8,196
"Climate ENM",0,"pseudo.19785",36.525586,-118.872376,829,16.79166667,14.2,41.27906977,735.8941171,36.6,2.2,34.4,8.366666667,26.21666667,26.21666667,8.366666667,675,129,1,90.52725474,374,11,11,374
"Climate ENM",0,"pseudo.19786",40.003243,-121.08792,1257,9.525,16.56666667,47.06439394,675.0303024,30.3,-4.9,35.2,1.566666667,17.88333333,18.1,1.566666667,1024,197,3,84.58314666,557,24,28,557
"Climate ENM",0,"pseudo.19787",40.260216,-123.095989,1109,10.5,14.83333333,45.781893,640.7594925,30.4,-2,32.4,3.1,18.51666667,18.78333333,3.1,1343,286,3,91.90916366,799,27,30,799
"Climate ENM",0,"pseudo.19788",39.310159,-123.719206,155,11.2375,10.90833333,67.75362319,204.6296544,19.5,3.4,16.1,8.733333333,13.51666667,13.7,8.733333333,1010,214,2,91.3835085,583,13,23,583
"Climate ENM",0,"pseudo.19789",33.252025,-116.852892,1148,13.14583333,18.25833333,53.23129252,581.7468144,32.2,-2.1,34.3,7.233333333,20.58333333,20.83333333,6.666666667,699,158,2,94.25171625,404,24,32,402
"Climate ENM",0,"pseudo.19790",43.182901,-124.33276,57,11.4875,9.925,53.64864865,329.6839051,21.8,3.3,18.5,7.716666667,15.36666667,15.78333333,7.716666667,1670,313,9,72.78566441,800,62,82,800
"Climate ENM",0,"pseudo.19791",34.679014,-118.220416,726,15.6625,16.50833333,44.37724014,756.3883232,35.6,-1.6,37.2,6.816666667,22.78333333,25.41666667,6.816666667,201,40,1,96.72273078,120,7,7,120
"Climate ENM",0,"pseudo.19792",37.511442,-118.411347,1282,12.39583333,19.94166667,46.48407148,816.6657777,35.9,-7,42.9,2.516666667,22.76666667,22.76666667,2.516666667,119,23,4,68.15418652,66,14,14,66
"Climate ENM",0,"pseudo.19793",40.218535,-120.957838,2097,6.5125,15.49166667,44.77360308,696.4230852,27.2,-7.4,34.6,-1.5,15.28333333,15.4,-1.5,1020,201,3,82.30389939,557,30,32,557
"Climate ENM",0,"pseudo.19794",41.880232,-123.647714,1617,7.175,10.86666667,42.95125165,557.1334914,22.3,-3,25.3,1.633333333,14.93333333,14.93333333,1.166666667,2175,351,10,70.76859968,985,84,84,983
"Climate ENM",0,"pseudo.19795",41.422319,-122.317661,1406,8.816666667,15.81666667,46.38318671,670.2419283,29.4,-4.7,34.1,0.933333333,17.21666667,17.35,0.933333333,754,127,6,67.57896236,360,34,45,360
"Climate ENM",0,"pseudo.19796",44.287512,-123.83147,131,12.08333333,10.73333333,43.80952381,510.3534129,27.3,2.8,24.5,6.8,18.21666667,18.68333333,6.05,1868,324,13,70.46464404,885,89,109,877
"Climate ENM",0,"pseudo.19797",41.957582,-122.313427,903,9.783333333,14.45,42.75147929,703.2694212,30,-3.8,33.8,2.133333333,18.85,18.85,1.85,455,71,6,59.60588433,204,32,32,196
"Climate ENM",0,"pseudo.19798",33.977495,-117.694192,182,17.31666667,15.9,56.78571429,435.4221219,32.5,4.5,28,12.23333333,22.51666667,23.05,12.23333333,435,106,0,101.1305361,272,4,10,272
"Climate ENM",0,"pseudo.19799",39.992463,-120.46537,1686,8.975,15.71666667,43.29660239,732.2117801,29.7,-6.6,36.3,0.216666667,18.31666667,18.31666667,0.216666667,637,126,5,80.22669416,349,27,27,349
"Climate ENM",0,"pseudo.19800",40.87024,-122.200231,628,15.20416667,15.44166667,45.68540434,684.7941241,35,1.2,33.8,6.783333333,23.5,23.53333333,6.783333333,1404,261,3,85.10401933,770,29,36,770
"Climate ENM",0,"pseudo.19801",40.123439,-121.294462,1602,7.8,16.01666667,46.69582119,667.8969708,28.3,-6,34.3,0.15,16.2,16.4,0.15,1078,214,2,87.4932939,600,21,30,600
"Climate ENM",0,"pseudo.19802",44.378292,-123.225978,78,11.06666667,12.08333333,42.84869976,573.6935091,28.3,0.1,28.2,5.016666667,18.36666667,18.36666667,4.4,1034,199,5,75.02780891,518,44,44,512
"Climate ENM",0,"pseudo.19803",39.34314,-123.549991,203,11.84583333,13.64166667,62.00757576,312.1950027,23.9,1.9,22,8.083333333,15.6,15.66666667,8.083333333,989,222,1,96.47788348,598,10,17,598
"Climate ENM",0,"pseudo.19804",37.894636,-120.271406,342,15.5125,17.175,47.84122563,674.3249992,36.5,0.6,35.9,7.716666667,24.18333333,24.18333333,7.716666667,776,164,1,93.89528335,446,9,9,446
"Climate ENM",0,"pseudo.19805",34.149426,-118.767085,294,16.99166667,16.51666667,60.06060606,397.8969335,32.6,5.1,27.5,12.31666667,21.71666667,22.23333333,12.31666667,470,108,0,103.2401653,297,3,8,297
"Climate ENM",0,"pseudo.19806",41.450348,-122.763458,1090,11.29583333,16.80833333,47.48116761,684.2496166,32.6,-2.8,35.4,3.116666667,19.6,19.95,3.116666667,591,102,4,75.36018416,303,27,33,303
"Climate ENM",0,"pseudo.19807",38.775322,-120.213566,1836,9.266666667,16.75,49.4100295,632.0936831,28.9,-5,33.9,2.666666667,17,17.55,1.883333333,1120,238,4,82.41490391,594,40,49,588
"Climate ENM",0,"pseudo.19808",33.674688,-117.632172,348,16.37916667,16.725,57.67241379,453.2632104,31.6,2.6,29,11.06666667,21.9,22.28333333,11.06666667,394,101,0,103.2818058,252,4,10,252
"Climate ENM",0,"pseudo.17438",43.684363,-122.377118,679,11.49583333,10.30833333,39.49553001,551.3638393,27,0.9,26.1,5.616666667,18.8,18.8,4.866666667,1432,223,11,61.11009028,637,76,76,603
"Climate ENM",0,"pseudo.17439",37.353984,-120.89444,25,16.46666667,16.81666667,49.17153996,636.500851,36.3,2.1,34.2,8.583333333,24.2,24.2,8.583333333,259,49,0,87.88318357,144,2,2,144
"Climate ENM",0,"pseudo.17440",43.678354,-124.052994,57,11.60416667,10.09166667,48.51762821,384.781274,22.8,2,20.8,7.1,16.1,16.46666667,7.1,1882,321,12,71.54215877,881,76,90,881
"Climate ENM",0,"pseudo.17441",39.242235,-123.233604,353,14.14166667,17.65,53.64741641,542.514488,33.3,0.4,32.9,7.75,20.9,20.95,7.75,909,186,1,91.06317465,520,9,11,520
"Climate ENM",0,"pseudo.17442",41.419845,-123.740428,1047,11.34166667,15.26666667,47.85788924,597.8857953,30.7,-1.2,31.9,4.366666667,18.51666667,19.03333333,4.366666667,2152,412,5,82.00867861,1100,45,49,1100
"Climate ENM",0,"pseudo.17443",40.746769,-123.326266,1428,10.35833333,17.38333333,48.02025783,679.0997829,32.4,-3.8,36.2,2.4,18.86666667,18.9,2.4,1379,244,5,77.73382654,692,33,36,692
"Climate ENM",0,"pseudo.17444",34.950933,-119.808922,750,13.36666667,19.03333333,53.46441948,595.5186179,33.5,-2.1,35.6,7.15,20.83333333,20.85,6.566666667,264,52,0,89.12320418,146,5,8,141
"Climate ENM",0,"pseudo.17445",36.117868,-120.518072,580,16.09583333,17.24166667,51.31448413,602.6323255,34.7,1.1,33.6,9.316666667,23.8,23.8,9.316666667,381,84,1,99.63513648,236,3,3,236
"Climate ENM",0,"pseudo.17446",42.966502,-123.448714,840,10.92083333,10.775,40.66037736,559.2139708,26.6,0.1,26.5,5.4,17.63333333,18.48333333,4.966666667,1527,276,5,78.28194924,783,50,50,745
"Climate ENM",0,"pseudo.17447",43.502639,-122.710526,1021,10.2625,10.20833333,39.56718346,571.0322591,25.9,0.1,25.8,4.166666667,17.8,17.8,3.75,1647,304,6,67.53380411,791,76,76,723
"Climate ENM",0,"pseudo.17448",43.163356,-124.263873,64,11.61666667,10.4,52.79187817,342.1943449,22.2,2.5,19.7,8.15,15.65,15.98333333,7.6,1441,258,6,72.87698,687,53,61,677
"Climate ENM",0,"pseudo.17449",39.329875,-123.387972,636,12.28333333,17.05,54.82315113,496.5898863,30.5,-0.6,31.1,6.466666667,18.46666667,18.56666667,6.466666667,1145,227,1,89.18902469,638,11,14,638
"Climate ENM",0,"pseudo.17450",33.952925,-117.973925,173,17.24583333,14.90833333,57.56113256,389.7695026,30.8,4.9,25.9,12.68333333,21.73333333,22.38333333,12.68333333,432,101,0,99.40389432,261,3,7,261
"Climate ENM",0,"pseudo.17451",43.412263,-122.957686,474,12.05,12.05,44.62962963,551.8028304,28.2,1.2,27,5.866666667,19,19,5.433333333,1628,262,9,65.77995383,754,82,82,695
"Climate ENM",0,"pseudo.17452",44.336081,-123.618341,120,12.35,10.45,41.96787149,528.9569496,27.8,2.9,24.9,6.716666667,18.7,19.13333333,6.15,1910,332,11,72.330959,907,81,96,897
"Climate ENM",0,"pseudo.17453",34.402232,-119.284298,155,16.17083333,16.525,61.89138577,363.727285,30.1,3.4,26.7,11.8,20.13333333,20.88333333,11.8,436,95,0,100.6407752,266,2,5,266
"Climate ENM",0,"pseudo.17454",39.961457,-120.171722,2097,7.5625,15.85833333,44.42110177,695.4891183,27.7,-8,35.7,-0.666666667,16.6,16.6,-0.666666667,520,84,7,62.51257075,238,28,28,238
"Climate ENM",0,"pseudo.17455",40.428213,-124.231111,621,10.875,8.883333333,42.3015873,468.7968158,22.8,1.8,21,5.933333333,17.15,17.15,5.933333333,1781,330,3,79.59598308,898,28,28,898
"Climate ENM",0,"pseudo.17456",40.33067,-120.663472,1614,8.470833333,15.75833333,42.70551039,742.227784,29.7,-7.2,36.9,-0.383333333,17.88333333,17.88333333,-0.383333333,579,114,2,75.09509298,298,16,16,298
"Climate ENM",0,"pseudo.17457",40.465417,-122.906152,1261,13.07083333,11.45833333,38.84180791,689.1742699,30.8,1.3,29.5,5.333333333,22.38333333,22.38333333,5.333333333,1058,201,3,83.58349871,584,25,25,584
"Climate ENM",0,"pseudo.17458",42.659662,-122.472968,1124,8.2625,14.04166667,44.15618449,628.2881685,27.5,-4.3,31.8,1.783333333,16.7,16.7,1.016666667,1087,170,10,61.54483947,471,56,56,457
"Climate ENM",0,"pseudo.17459",44.338459,-123.653676,153,12.19166667,10.5,42.33870968,520.6631843,27.7,2.9,24.8,6.733333333,18.45,18.9,6.133333333,1862,335,11,73.56347418,894,78,97,884
"Climate ENM",0,"pseudo.17460",42.029035,-123.492236,1453,9.108333333,12.53333333,46.24846248,559.6623712,25.5,-1.6,27.1,3.483333333,16.85,16.85,2.983333333,1583,254,5,70.89937668,704,41,41,696
"Climate ENM",0,"pseudo.17461",36.944025,-120.971605,219,17.20416667,12.50833333,40.09081197,644.1536319,34.4,3.2,31.2,9.1,24.83333333,25,9.1,199,38,1,85.82209055,111,3,5,111
"Climate ENM",0,"pseudo.17462",40.511973,-120.714719,1980,7.35,15.65,42.99450549,731.5829662,28.4,-8,36.4,-1.316666667,16.75,16.75,-1.316666667,736,158,4,79.87580667,401,21,21,401
"Climate ENM",0,"pseudo.17463",44.193698,-122.152398,760,9.454166667,12.575,43.66319444,591.640471,26.7,-2.1,28.8,2.933333333,16.76666667,16.76666667,2.316666667,2144,318,14,61.42716267,920,117,117,891
"Climate ENM",0,"pseudo.17464",33.032024,-116.888537,431,16.58333333,17.45,56.47249191,472.2784874,33.4,2.5,30.9,11.45,22.28333333,22.81666667,11.23333333,444,102,1,94.36396582,257,10,16,253
"Climate ENM",0,"pseudo.17465",43.041593,-123.819271,472,11.8125,10.29166667,43.60875706,481.4189491,25.9,2.3,23.6,6.516666667,17.53333333,18.36666667,6.516666667,1670,274,8,69.84580526,784,71,79,784
"Climate ENM",0,"pseudo.17466",33.428226,-116.366531,829,17.075,16.76666667,51.11788618,606.062178,35.9,3.1,32.8,10.5,22.2,25.1,10.5,237,46,1,70.14340024,122,12,38,122
"Climate ENM",0,"pseudo.17467",34.190329,-117.418052,591,15.84583333,15.925,51.70454545,531.4493833,33.5,2.7,30.8,9.7,22.31666667,22.85,9.7,685,151,1,96.51225138,397,10,12,397
"Climate ENM",0,"pseudo.17468",33.596122,-116.77821,1356,14.2125,16.10833333,50.9757384,576.624681,32.1,0.5,31.6,7.733333333,18.6,21.98333333,7.733333333,496,101,2,82.82939253,263,22,39,263
"Climate ENM",0,"pseudo.17469",41.779031,-123.182425,1180,8.691666667,11.9,42.96028881,599.7720527,25.2,-2.5,27.7,1.883333333,16.68333333,16.68333333,1.883333333,1361,268,6,79.98135864,686,35,35,686
"Climate ENM",0,"pseudo.17470",39.359953,-121.449152,132,15.97083333,14.74166667,43.61439842,668.3747531,35.4,1.6,33.8,7.833333333,24.03333333,24.18333333,7.833333333,726,135,1,85.2394094,390,8,12,390
"Climate ENM",0,"pseudo.17471",40.846874,-122.256502,326,16.2625,14.54166667,43.53792415,690.6259513,35.6,2.2,33.4,7.866666667,24.83333333,24.83333333,7.866666667,1522,299,2,84.83645005,835,24,24,835
